FundCode,FundName,Category,GroupCategory,FundHouse,WMC,Subscribe,Price,PriceDate,Currency,Risk,RetYTD(%),Ret1W(%),Ret1M(%),Ret3M(%),Ret6M(%),Ret1Y(%),Ret2Y(%),Ret3Y(%),Ret5Y(%),Yield(%),YieldDate,MgmtFee(%),ISIN,StarRating,BalancedRisk,BalancedRegion,BondType,BondRegion,EquityStyle
U45130,"高盛全球新世代股票投資組合 (基準貨幣類股份 美元 累積)","環球大型增長型股票","環球大型增長型股票","高盛資產管理（香港）有限公司",N,N,34.23,18-09-2026,美元,3,1.3,-0.2,-1.47,-1.95,12.78,0.97,26.4,21.21,7.38,0,31-08-2026,1.5,LU0786609619,2,"","","","","大型增長"
U45149,"聯博 - 環球可持續趨勢基金A類股份 (港元 累積)","環球大型增長型股票","環球大型增長型股票","聯博香港有限公司",N,Y,347.83,18-09-2026,港元,3,2.39,-0.2,-1.18,-2.27,10.29,-1.71,4.5,14.72,22.08,0,31-08-2026,1.7,LU0472753341,2,"","","","","大型增長"
U45227,"聯博 - 環球可持續趨勢基金A類股份 (港元 累積) (每月投資計劃)","環球大型增長型股票","環球大型增長型股票","聯博香港有限公司",N,Y,347.83,18-09-2026,港元,3,2.39,-0.2,-1.18,-2.27,10.29,-1.71,4.5,14.72,22.08,0,31-08-2026,1.7,LU0472753341,2,"","","","","大型增長"
U45224,"高盛全球新世代股票投資組合 (其他貨幣類股份 港元 累積)(每月投資計劃)","環球大型增長型股票","環球大型增長型股票","高盛資產管理（香港）有限公司",N,N,121.79,18-09-2026,港元,3,2.11,-0.15,-1.43,-1.84,12.94,1.87,25.58,21.51,7.92,0,31-08-2026,1.5,LU2254254340,2,"","","","","大型增長"
U45245,"安聯全球靈活策略股票基金 AT類累積股份 (美元)","環球大型增長型股票","環球大型增長型股票","安聯環球投資亞太有限公司",N,N,42.918,18-09-2026,美元,3,-1.38,0.18,-4.23,-3.59,4.49,-1.43,-2.24,29.6,16.77,0,31-08-2026,2.05,LU0342679015,2,"","","","","大型增長"
U43659,"聯博 - 環球增長基金 AX 類股份 (美元)","環球大型增長型股票","環球大型增長型股票","聯博香港有限公司",N,N,30.18,18-09-2026,美元,3,-0.46,-1.08,-3.18,-2.39,9.67,-3.92,0,0,0,0,31-08-2026,1.6,LU0175139822,,"","","","","大型增長"
U23542,"富達基金 - 環球主題機遇基金A類別股份 (美元 派息股份)","環球大型增長型股票","環球大型增長型股票","富達基金(香港)有限公司",N,N,102.8,18-09-2026,美元,3,10.54,-1.44,-2.47,-1.63,12.62,14.45,10.48,14.94,16,0,31-08-2026,1.5,LU0048584097,3,"","","","","大型增長"
U43574,"聯博 - 環球價值基金A類股份 (美元)","環球大型價值型股票","環球大型價值型股票","聯博香港有限公司",N,Y,34.29,18-09-2026,美元,3,11.77,-1.55,-2.59,2.63,9.2,18.94,9.8,17.17,17.25,0,31-08-2026,1.5,LU0124673897,2,"","","","","大型價值"
U44594,"聯博 - 環球價值基金AD類股份 (美元 每月派息-現金派息)","環球大型價值型股票","環球大型價值型股票","聯博香港有限公司",N,Y,21.73,18-09-2026,美元,3,11.77,-1.54,-2.6,2.65,9.21,18.98,9.8,17.21,17.22,3.3,31-08-2026,1.5,LU1035773651,2,"","","","","大型價值"
U43923,"富蘭克林互惠環球探索基金A類 (美元 累積)","環球大型價值型股票","環球大型價值型股票","富蘭克林鄧普頓投資",N,N,33.4,18-09-2026,美元,3,4.21,-1.76,-3.16,4.7,7.92,8.44,1.59,18.98,17.9,0,31-08-2026,1.5,LU0211331839,2,"","","","","大型價值"
U45734,"首源RQI全球價值基金第一類 (美元 每月分派-現金派息)","環球大型價值型股票","環球大型價值型股票","首源投資(香港)有限公司",N,Y,12.3867,18-09-2026,美元,3,14.68,-0.35,-0.5,4.79,12.14,19.6,0,0,0,4.52,31-08-2026,1,IE0000B7K699,,"","","","","大型價值"
U45735,"首源RQI全球價值基金第一類 (港元 每月分派-現金派息)","環球大型價值型股票","環球大型價值型股票","首源投資(香港)有限公司",N,Y,119.8875,18-09-2026,港元,3,15.6,-0.31,-0.49,4.89,12.23,20.65,0,0,0,4.51,31-08-2026,1,IE00059PU8Y0,,"","","","","大型價值"
U45163,"聯博 - 環球價值基金AD類股份 (港元 每月派息 - 現金派息)","環球大型價值型股票","環球大型價值型股票","聯博香港有限公司",N,Y,170.6,18-09-2026,港元,3,12.68,-1.5,-2.58,2.73,9.28,19.98,9.22,17.22,17.9,3.28,31-08-2026,1.5,LU1069347547,2,"","","","","大型價值"
U43467,"富達基金 – 環球價值基金A類別股份 (美元 派息股份)","環球大型價值型股票","環球大型價值型股票","富達基金(香港)有限公司",N,N,45.17,18-09-2026,美元,3,1.62,-1.53,-0.96,4.08,8.01,3.43,11.12,23.79,23.56,0,31-08-2026,1.5,LU0187121727,,"","","","","大型價值"
U45514,"百達 - 保安 P 港元累積","環球靈活市值型股票","環球靈活市值型股票","瑞士百達資產管理",N,Y,3897.48,18-09-2026,港元,4,28.61,1.43,-1.9,3.66,33.54,23.05,0,0,0,0,31-08-2026,1.6,LU2799963645,,"","","","",""
U44757,"百達 - 保安 P 美元累積","環球靈活市值型股票","環球靈活市值型股票","瑞士百達資產管理",N,Y,496.84,18-09-2026,美元,4,27.63,1.39,-1.91,3.57,33.39,22,12.46,20.83,21.05,0,31-08-2026,1.6,LU0256846139,3,"","","","",""
U44758,"百達 - 保安 P 歐元累積","環球靈活市值型股票","環球靈活市值型股票","瑞士百達資產管理",N,N,433.53,18-09-2026,歐羅,4,30.62,2.72,-0.88,3.68,34.09,25.26,19.96,16.68,30.92,0,31-08-2026,1.6,LU0270904781,3,"","","","",""
U44609,"百達 - 全球趨勢精選-P美元股份類別 (美元)","環球靈活市值型股票","環球靈活市值型股票","瑞士百達資產管理",N,N,470.06,18-09-2026,美元,3,6.1,-0.95,-3.73,0.24,12.4,8.38,6.98,20.49,10.21,0,31-08-2026,1.6,LU0386859887,3,"","","","",""
U44610,"百達 - 全球趨勢精選-P港元股份類別 (港元)","環球靈活市值型股票","環球靈活市值型股票","瑞士百達資產管理",N,N,3687.78,18-09-2026,港元,3,6.93,-0.91,-3.72,0.34,12.53,9.33,6.32,20.78,10.84,0,31-08-2026,1.6,LU1032529114,3,"","","","",""
U39809,"霸菱德國增長基金A類別 (英鎊 累計)","德國股票","德國股票","霸菱資產管理(亞洲)有限公司",N,N,14.3,18-09-2026,英鎊,4,1.27,-0.21,-2.59,-0.28,4,4.76,9.26,11.85,18,0.47,31-08-2026,1.5,GB0000822576,4,"","","","","綜合"
U42565,"霸菱德國增長基金A類別 (歐元 累計)","德國股票","德國股票","霸菱資產管理(亞洲)有限公司",N,N,16.65,18-09-2026,歐羅,4,2.9,-0.3,-2.92,0.6,4.59,5.78,14.4,14.03,26.34,0.46,31-08-2026,1.5,GB0008192063,4,"","","","","綜合"
U44574,"霸菱德國增長基金A類別 (美元 累計)","德國股票","德國股票","霸菱資產管理(亞洲)有限公司",N,N,19.09,18-09-2026,美元,4,0.47,-1.29,-3.83,0.74,3.92,2.52,7.49,18.38,16.42,0.59,31-08-2026,1.5,GB00BF2H6K58,4,"","","","","綜合"
U42320,"富達基金 - 德國基金A類別股份 (歐元 派息股份)","德國股票","德國股票","富達基金(香港)有限公司",N,N,92.76,18-09-2026,歐羅,3,3.83,-1.08,-3.72,0.44,8.39,6.67,16.72,13.86,12.03,0,31-08-2026,1.5,LU0048580004,4,"","","","","綜合"
U42322,"富達基金 - 意大利基金A類別股份 (歐元 派息股份)","意大利股票","意大利股票","富達基金(香港)有限公司",N,N,88.38,18-09-2026,歐羅,4,13.36,-1.32,-2.91,-2.32,21.5,18.8,10.77,27.41,34.02,1.2,31-08-2026,1.5,LU0048584766,3,"","","","","綜合"
U42321,"富達基金 - 西班牙/葡萄牙基金A類別股份 (歐元 派息股份)","西班牙股票","西班牙股票","富達基金(香港)有限公司",N,N,160.9,18-09-2026,歐羅,3,13.22,-0.86,-0.19,4.4,12.98,22.82,17.22,27.46,5.84,0.75,31-08-2026,1.5,LU0048581077,4,"","","","","綜合"
U44801,"晉達環球策略基金 ─ 環球黃金基金A類別 (美元 累積股份)","行業股票 - 貴金屬","行業股票 - 貴金屬","晉達資產管理香港有限公司",N,Y,63.42,18-09-2026,美元,5,10.39,-1.01,6.55,15.2,10.07,50.53,8.27,8.89,-11.91,0,31-08-2026,1.5,LU0345780281,3,"","","","","綜合"
U42669,"貝萊德全球基金 - 世界黃金基金A2類股份 (歐元)","行業股票 - 貴金屬","行業股票 - 貴金屬","貝萊德資產管理北亞有限公司",N,Y,96.33,18-09-2026,歐羅,5,12.46,-1.86,6.45,10.9,6.99,50.94,21.17,2.84,-3.3,0,31-08-2026,1.75,LU0171305526,3,"","","","","綜合"
U43861,"貝萊德全球基金 - 世界黃金基金A2類股份 (美元) (每月投資計劃)","行業股票 - 貴金屬","行業股票 - 貴金屬","貝萊德資產管理北亞有限公司",N,Y,110.39,18-09-2026,美元,5,9.87,-3.13,5.33,10.79,6.43,47.03,13.58,6.46,-10.59,0,31-08-2026,1.75,LU0055631609,3,"","","","","綜合"
U39965,"貝萊德全球基金 - 世界黃金基金A2類股份 (美元)","行業股票 - 貴金屬","行業股票 - 貴金屬","貝萊德資產管理北亞有限公司",N,Y,110.39,18-09-2026,美元,5,9.87,-3.13,5.33,10.79,6.43,47.03,13.58,6.46,-10.59,0,31-08-2026,1.75,LU0055631609,3,"","","","","綜合"
U45874,"施羅德環球基金系列-環球黃金A類股份 (港元 累積)","行業股票 - 貴金屬","行業股票 - 貴金屬","施羅德投資管理(香港)有限公司",N,Y,326.9692,18-09-2026,港元,5,13.84,-1.84,4.67,11.05,4.08,51.8,15.97,12.99,0,0,31-08-2026,1.5,LU2275660947,4,"","","","","綜合"
U44790,"施羅德環球基金系列-環球黃金A類股份 (美元 累積)","行業股票 - 貴金屬","行業股票 - 貴金屬","施羅德投資管理(香港)有限公司",N,Y,455.929,18-09-2026,美元,5,12.95,-1.88,4.66,10.95,3.97,50.49,16.91,13.46,-18.52,0,31-08-2026,1.5,LU1223082196,4,"","","","","綜合"
U83535,"摩根東協(美元)(累計)","東協國家股票","東協國家股票","摩根資產管理",Y,Y,191.79,18-09-2026,美元,4,7.09,-2.46,-3.34,1.86,5.33,7.25,12.38,-1.08,5.16,0,31-08-2026,1.5,HK0000055555,4,"","","","","綜合"
U42329,"霸菱大東協基金A類別歐元收益","東協國家股票","東協國家股票","霸菱資產管理(亞洲)有限公司",N,N,268.92,18-09-2026,歐羅,4,15.62,-0.96,-2.97,1.34,11.56,17.39,16.85,-5.11,21.95,1.7,31-08-2026,1.25,IE0004868828,3,"","","","","綜合"
U40078,"霸菱大東協基金A類別美元收益","東協國家股票","東協國家股票","霸菱資產管理(亞洲)有限公司",N,N,308.5,18-09-2026,美元,4,12.91,-1.98,-3.83,1.45,10.83,13.79,9.83,-1.55,12.46,1.71,31-08-2026,1.25,IE0000830236,4,"","","","","綜合"
U22744,"富達基金 - 東協基金A類別股份 (美元 派息股份)","東協國家股票","東協國家股票","富達基金(香港)有限公司",N,N,40.23,18-09-2026,美元,4,4.99,-2.31,-2.31,6.27,7.11,6.05,11.72,0.13,6.83,1.76,31-08-2026,1.5,LU0048573645,3,"","","","","綜合"
U43446,"滙豐環球投資基金 - 東協股票AD類 (美元)","東協國家股票","東協國家股票","滙豐環球投資管理 (香港) 有限公司",N,N,20.483,18-09-2026,美元,4,5.6,-1.72,-2.75,3.64,7.37,6.03,14.65,-8.49,4.19,1.68,31-08-2026,1.5,LU0210637038,4,"","","","","綜合"
U44623,"摩根東協(港元)(累計)","東協國家股票","東協國家股票","摩根資產管理",Y,Y,16.24,18-09-2026,港元,4,7.98,-2.4,-3.33,1.95,5.45,8.19,11.74,-1.08,5.82,0,31-08-2026,1.5,HK0000123940,3,"","","","","綜合"
U43784,"滙豐環球投資基金 - 東協股票AD類 (美元) (每月投資計劃)","東協國家股票","東協國家股票","滙豐環球投資管理 (香港) 有限公司",N,N,20.483,18-09-2026,美元,4,5.6,-1.72,-2.75,3.64,7.37,6.03,14.65,-8.49,4.19,1.68,31-08-2026,1.5,LU0210637038,4,"","","","","綜合"
U44759,"富達基金 - 東協基金A類別股份 (美元 累積股份)","東協國家股票","東協國家股票","富達基金(香港)有限公司",N,N,32.45,18-09-2026,美元,4,4.98,-2.32,-2.32,6.25,7.1,6.05,11.7,0.16,6.84,0,31-08-2026,1.5,LU0261945553,3,"","","","","綜合"
U44964,"JPM ASEAN EQUITY A (DIST) (USD)","東協國家股票","東協國家股票","摩根資產管理",N,N,135.84,18-09-2026,美元,4,8,-2.69,-3.57,1.93,6.05,8.38,12.51,-1.43,4.79,1.67,31-08-2026,1.5,LU1839390173,4,"","","","","綜合"
U21168,"景順東協基金","東協國家股票","東協國家股票","景順投資管理有限公司",N,N,122.32,18-09-2026,美元,4,4.54,-2.08,-3.78,2.43,4.91,6.32,7.71,0.46,1.54,1.63,31-08-2026,1.5,LU1775947333,3,"","","","","綜合"
U44075,"施羅德環球基金系列 - 台灣股票 A類別 AV  (美元 收息單位-現金派息)","台灣大型股票","台灣大型股票","施羅德投資管理(香港)有限公司",N,N,60.4281,18-09-2026,美元,5,91.34,0.24,4.28,-1.44,57.31,107.47,11.44,26.2,29.78,1.24,31-08-2026,1.5,LU0338530842,3,"","","","","綜合"
U44099,"恒生臺灣指數基金A類單位 (美元) (每月投資計劃)","台灣大型股票","台灣大型股票","恒生投資管理有限公司",N,N,69.07,18-09-2026,美元,4,72.55,1.5,5.15,1.93,51.27,84.04,21.96,22.81,22.48,0,31-08-2026,1,HK0000284809,2,"","","","","綜合"
U36209,"JPM台灣(美元)A股(分派)","台灣大型股票","台灣大型股票","摩根資產管理",N,Y,80.11,18-09-2026,美元,4,80.52,2.1,7.6,-1.34,50.52,86.7,13.8,32.43,32.8,0.37,31-08-2026,1.5,LU0117843481,2,"","","","","綜合"
U44074,"施羅德環球基金系列 - 台灣股票A類股份 (美元 累積單位)","台灣大型股票","台灣大型股票","施羅德投資管理(香港)有限公司",N,N,102.2852,18-09-2026,美元,5,91.34,0.24,4.28,-1.44,57.31,107.46,11.44,26.2,29.78,0,31-08-2026,1.5,LU0270814014,3,"","","","","綜合"
U44096,"恒生臺灣指數基金A類單位 (美元)","台灣大型股票","台灣大型股票","恒生投資管理有限公司",Y,Y,69.07,18-09-2026,美元,4,72.55,1.5,5.15,1.93,51.27,84.04,21.96,22.81,22.48,0,31-08-2026,1,HK0000284809,2,"","","","","綜合"
U45415,"宏利環球基金 - 亞太房地產投資信託產業基金AA類股份 (港元 每月派息 (G)-現金派息)","房地產 - 亞洲（間接）","房地產 - 亞洲（間接）","宏利資產管理(香港)有限公司",N,Y,5.5512,18-09-2026,港元,4,-4.08,-1.15,-4.02,-2.13,-3.89,-4.04,-12.99,0.62,-4.64,6.58,31-08-2026,1.5,LU1813982482,2,"","","","",""
U45414,"宏利環球基金 - 亞太房地產投資信託產業基金AA類股份 (美元 每月派息 (G)-現金派息)","房地產 - 亞洲（間接）","房地產 - 亞洲（間接）","宏利資產管理(香港)有限公司",N,Y,0.5558,18-09-2026,美元,4,-4.82,-1.17,-4.03,-2.23,-4.01,-4.86,-12.46,0.39,-5.18,6.63,31-08-2026,1.5,LU1813982136,2,"","","","",""
U44157,"富蘭克林中東北非基金A類 (美元 累積)","非洲及中東股票","非洲及中東股票","富蘭克林鄧普頓投資",N,N,11.36,18-09-2026,美元,4,4.51,-1.05,0,-1.98,7.88,3.84,3.8,16.82,32.3,0,31-08-2026,2,LU0352132103,3,"","","","","綜合"
U45452,"摩根基金－中東、非洲及新興歐洲機會（美元）－ A股（分派）","非洲及中東股票","非洲及中東股票","摩根資產管理",N,N,161.71,18-09-2026,美元,4,9.28,-2.77,0.54,4.02,11.22,15.37,11.96,0,0,2.02,31-08-2026,1.5,LU2539336235,5,"","","","","綜合"
U44166,"滙豐環球投資基金 - 巴西股票AD類 (美元)","巴西股票","巴西股票","滙豐環球投資管理 (香港) 有限公司",N,N,15.136,18-09-2026,美元,4,12.22,-2.89,8.53,7.85,0.09,19.13,-32.25,26.16,-28.7,2.48,31-08-2026,1.75,LU0196696701,2,"","","","","綜合"
U44168,"滙豐環球投資基金 - 巴西股票AD類 (美元) (每月投資計劃)","巴西股票","巴西股票","滙豐環球投資管理 (香港) 有限公司",N,N,15.136,18-09-2026,美元,4,12.22,-2.89,8.53,7.85,0.09,19.13,-32.25,26.16,-28.7,2.48,31-08-2026,1.75,LU0196696701,2,"","","","","綜合"
U44381,"滙豐環球投資基金 - 巴西股票AD類 (港元)","巴西股票","巴西股票","滙豐環球投資管理 (香港) 有限公司",N,N,3.85,18-09-2026,港元,4,13.16,-2.85,8.54,7.96,0.21,20.21,-32.71,26.49,-28.26,2.52,31-08-2026,1.75,LU0531971322,2,"","","","","綜合"
U44348,"JPM環球天然資源(美元)A股(累計) (每月投資計劃)","行業股票 - 天然資源","行業股票 - 天然資源","摩根資產管理",N,Y,24.7,18-09-2026,美元,4,27.98,-1.91,2.49,12.27,7.34,46.41,-6.82,1.09,20.91,0,31-08-2026,1.5,LU0266512127,4,"","","","","綜合"
U44335,"JPM環球天然資源(美元)A股(累計)","行業股票 - 天然資源","行業股票 - 天然資源","摩根資產管理",N,Y,24.7,18-09-2026,美元,4,27.98,-1.91,2.49,12.27,7.34,46.41,-6.82,1.09,20.91,0,31-08-2026,1.5,LU0266512127,4,"","","","","綜合"
U43862,"貝萊德全球基金 - 世界礦業基金A2類股份 (美元) (每月投資計劃)","行業股票 - 天然資源","行業股票 - 天然資源","貝萊德資產管理北亞有限公司",N,N,113.9,18-09-2026,美元,5,18.58,-3.29,1.27,2.93,9.97,48.83,-10.91,-0.41,16.13,0,31-08-2026,1.75,LU0075056555,4,"","","","","綜合"
U43857,"JPM環球天然資源(歐元)A股(分派) (每月投資計劃)","行業股票 - 天然資源","行業股票 - 天然資源","摩根資產管理",N,N,25.71,18-09-2026,歐羅,4,31,-0.61,3.56,12.43,7.93,50.35,-0.63,-2.4,30.83,0.85,31-08-2026,1.5,LU0208853514,4,"","","","","綜合"
U42410,"貝萊德全球基金 - 世界礦業基金A2類股份 (美元)","行業股票 - 天然資源","行業股票 - 天然資源","貝萊德資產管理北亞有限公司",N,Y,113.9,18-09-2026,美元,5,18.58,-3.29,1.27,2.93,9.97,48.83,-10.91,-0.41,16.13,0,31-08-2026,1.75,LU0075056555,4,"","","","","綜合"
U42668,"貝萊德全球基金 - 世界礦業基金A2類股份 (歐元)","行業股票 - 天然資源","行業股票 - 天然資源","貝萊德資產管理北亞有限公司",N,N,99.39,18-09-2026,歐羅,5,21.37,-2.03,2.34,3.04,10.54,52.79,-4.95,-3.84,25.58,0,31-08-2026,1.75,LU0172157280,4,"","","","","綜合"
U43778,"JPM環球天然資源(歐元)A股(分派)","行業股票 - 天然資源","行業股票 - 天然資源","摩根資產管理",N,N,25.71,18-09-2026,歐羅,4,31,-0.61,3.56,12.43,7.93,50.35,-0.63,-2.4,30.83,0.85,31-08-2026,1.5,LU0208853514,4,"","","","","綜合"
U43856,"霸菱環球資源基金A類別 (美元 收益) (每月投資計劃）","行業股票 - 天然資源","行業股票 - 天然資源","霸菱資產管理(亞洲)有限公司",N,N,36.02,18-09-2026,美元,5,27.76,-1.1,2.48,10.36,8.06,40.17,-5.72,2.92,16.88,0.53,31-08-2026,1.5,IE0000931182,3,"","","","","綜合"
U40060,"霸菱環球資源基金A類別 (美元 收益)","行業股票 - 天然資源","行業股票 - 天然資源","霸菱資產管理(亞洲)有限公司",N,N,36.02,18-09-2026,美元,5,27.76,-1.1,2.48,10.36,8.06,40.17,-5.72,2.92,16.88,0.53,31-08-2026,1.5,IE0000931182,3,"","","","","綜合"
U42434,"霸菱環球資源基金A類別 (歐元 收益)","行業股票 - 天然資源","行業股票 - 天然資源","霸菱資產管理(亞洲)有限公司",N,N,31.39,18-09-2026,歐羅,5,30.81,-0.1,3.36,10.26,8.73,44.6,0.3,-0.79,26.71,0.53,31-08-2026,1.5,IE0004851352,3,"","","","","綜合"
U42756,"貝萊德全球基金 - 可持續能源基金A2類股份 (美元)","行業股票 - 替代能源","行業股票 - 替代能源","貝萊德資產管理北亞有限公司",N,Y,22.62,18-09-2026,美元,5,8.85,-3,-6.64,-11.08,1.34,20.19,-9.04,12.76,15.73,0,31-08-2026,1.75,LU0124384867,4,"","","","","綜合"
U43859,"貝萊德全球基金 - 可持續能源基金A2類股份 (美元) (每月投資計劃)","行業股票 - 替代能源","行業股票 - 替代能源","貝萊德資產管理北亞有限公司",N,Y,22.62,18-09-2026,美元,5,8.85,-3,-6.64,-11.08,1.34,20.19,-9.04,12.76,15.73,0,31-08-2026,1.75,LU0124384867,4,"","","","","綜合"
U42757,"貝萊德全球基金 - 可持續能源基金A2類股份 (歐元)","行業股票 - 替代能源","行業股票 - 替代能源","貝萊德資產管理北亞有限公司",N,N,19.74,18-09-2026,歐羅,5,11.4,-1.74,-5.69,-10.96,1.91,23.45,-2.91,8.94,25.17,0,31-08-2026,1.75,LU0171289902,4,"","","","","綜合"
U43858,"景順實現能源轉型基金A類股份 (美元 累積)（每月投資計劃）","行業股票 - 替代能源","行業股票 - 替代能源","景順投資管理有限公司",N,N,11.38,18-09-2026,美元,4,10.38,-0.26,-2.65,-1.22,8.59,9.95,-2.94,7.53,9.43,0,31-08-2026,1,LU0123357419,4,"","","","","綜合"
U42630,"景順實現能源轉型基金A類股份 (美元 累積)","行業股票 - 替代能源","行業股票 - 替代能源","景順投資管理有限公司",N,N,11.38,18-09-2026,美元,4,10.38,-0.26,-2.65,-1.22,8.59,9.95,-2.94,7.53,9.43,0,31-08-2026,1,LU0123357419,4,"","","","","綜合"
U45309,"施羅德環球基金系列 - 環球氣候變化策略 A類股份 (港元 累積單位)(每月投資計劃)","行業股票 - 環境生態","行業股票 - 環境生態","施羅德投資管理(香港)有限公司",N,Y,12.08,18-09-2026,港元,4,6.97,-0.88,-3.7,-5.52,4.54,12.46,2.83,11.56,0,0,31-08-2026,1.5,LU2275660780,3,"","","","","綜合"
U45311,"晉達環球策略基金 - 環球環境基金基金A(港元 累積)(每月投資計劃)","行業股票 - 環境生態","行業股票 - 環境生態","晉達資產管理香港有限公司",N,Y,133.03,18-09-2026,港元,4,7.61,-1.52,-3.45,-4.85,6.12,9.48,-1.57,4.84,11.41,0,31-08-2026,1.5,LU2238339852,2,"","","","","綜合"
U45212,"晉達環球策略基金 - 環球環境基金A類別(美元 累積股份)","行業股票 - 環境生態","行業股票 - 環境生態","晉達資產管理香港有限公司",N,N,39.2,18-09-2026,美元,4,6.78,-1.56,-3.47,-4.95,6.03,8.56,-1.03,4.71,10.8,0,31-08-2026,1.5,LU1939255532,2,"","","","","綜合"
U45234,"施羅德環球基金系列 - 環球氣候變化策略A類股份 (港元 累積單位)","行業股票 - 環境生態","行業股票 - 環境生態","施羅德投資管理(香港)有限公司",N,N,12.08,18-09-2026,港元,4,6.97,-0.88,-3.7,-5.52,4.54,12.46,2.83,11.56,0,0,31-08-2026,1.5,LU2275660780,3,"","","","","綜合"
U45238,"晉達環球策略基金 - 環球環境基金A類別 (歐元 累積股份)","行業股票 - 環境生態","行業股票 - 環境生態","晉達資產管理香港有限公司",N,N,38.76,18-09-2026,歐羅,4,9.12,-0.56,-2.69,-5.09,6.37,11.41,5.62,1.42,18.9,0,31-08-2026,1.5,LU1939256001,2,"","","","","綜合"
U45237,"晉達環球策略基金 - 環球環境基金A類別 (港元 累積股份)","行業股票 - 環境生態","行業股票 - 環境生態","晉達資產管理香港有限公司",N,N,133.03,18-09-2026,港元,4,7.61,-1.52,-3.45,-4.85,6.12,9.48,-1.57,4.84,11.41,0,31-08-2026,1.5,LU2238339852,2,"","","","","綜合"
U43987,"施羅德環球基金系列 - 環球氣候變化策略A類股份 (美元 累積單位)","行業股票 - 環境生態","行業股票 - 環境生態","施羅德投資管理(香港)有限公司",N,Y,30.8435,18-09-2026,美元,4,6.13,-0.92,-3.71,-5.61,4.43,11.49,3.45,11.36,10.32,0,31-08-2026,1.5,LU0302445910,4,"","","","","綜合"
U44063,"滙豐環球投資基金 - 環球股票氣候變化概念AD類 (美元) (每月投資計劃)","行業股票 - 環境生態","行業股票 - 環境生態","滙豐環球投資管理 (香港) 有限公司",N,N,14.044,18-09-2026,美元,4,4.81,-1.78,-4.63,-9.41,2.15,4.95,0.07,11.96,7.01,0,31-08-2026,1.5,LU0323240290,3,"","","","","綜合"
U43988,"施羅德環球基金系列 - 環球氣候變化策略A類股份 (歐元 累積單位)","行業股票 - 環境生態","行業股票 - 環境生態","施羅德投資管理(香港)有限公司",N,N,36.2969,18-09-2026,歐羅,5,8.66,0.24,-2.81,-5.6,4.84,14.66,10,7.53,19.4,0,31-08-2026,1.5,LU0302446645,4,"","","","","綜合"
U43906,"鄧普頓環球氣候變化基金A類 (歐元 每年分派-現金派息)","行業股票 - 環境生態","行業股票 - 環境生態","富蘭克林鄧普頓投資",N,N,40.47,18-09-2026,歐羅,4,18.79,0.15,-0.93,-0.24,12.96,29.89,-2.8,15,13.41,0.01,31-08-2026,1.5,LU0029873410,4,"","","","","綜合"
U44706,"首源全球基建基金類別I (美元 每半年分派-現金派息)","行業股票 - 基礎建設","行業股票 - 基礎建設","首源投資(香港)有限公司",N,N,15.4762,18-09-2026,美元,4,5.46,-1.28,-2.88,-0.79,-2.43,8.7,5.42,0.96,11.59,2.35,31-08-2026,1.5,IE00B29SXL02,3,"","","","","綜合"
U45810,"滙豐環球投資基金 – 環球基建股票AMFLX類 (港元 每月分派-現金派息)","行業股票 - 基礎建設","行業股票 - 基礎建設","滙豐環球投資管理 (香港) 有限公司",N,Y,118.932,18-09-2026,港元,4,6.52,-1.23,-5.34,-3.07,-4.83,7.59,9.02,8.06,0,5.16,31-08-2026,1.5,LU2495998671,3,"","","","","綜合"
U45811,"滙豐環球投資基金 – 環球基建股票AMFLX類 (美元 每月分派-現金派息)","行業股票 - 基礎建設","行業股票 - 基礎建設","滙豐環球投資管理 (香港) 有限公司",N,Y,132.177,18-09-2026,美元,4,5.67,-1.28,-5.37,-3.18,-4.95,6.63,9.58,8.01,0,5.17,31-08-2026,1.5,LU2495998598,3,"","","","","綜合"
U45357,"滙豐環球投資基金 – 環球基建股票AM2類 (港元 每月分派-現金派息)","行業股票 - 基礎建設","行業股票 - 基礎建設","滙豐環球投資管理 (香港) 有限公司",N,N,12.541,18-09-2026,港元,4,6.52,-1.24,-5.34,-3.07,-4.83,7.6,9.03,8.07,0,3.53,31-08-2026,1.5,LU2545637220,3,"","","","","綜合"
U45356,"滙豐環球投資基金 – 環球基建股票AM2類 (美元 每月分派-現金派息)","行業股票 - 基礎建設","行業股票 - 基礎建設","滙豐環球投資管理 (香港) 有限公司",N,N,12.341,18-09-2026,美元,4,5.67,-1.28,-5.36,-3.17,-4.95,6.64,9.59,8.02,0,3.54,31-08-2026,1.5,LU2545637147,3,"","","","","綜合"
U45686,"首源全球基建基金 第一類 (美元 - 每月分派)","行業股票 - 基礎建設","行業股票 - 基礎建設","首源投資(香港)有限公司",N,N,11.1932,18-09-2026,美元,4,5.31,-1.28,-2.89,-0.82,-2.54,8.5,0,0,0,3.94,31-08-2026,1.5,IE0008RSOEY0,,"","","","","綜合"
U45687,"首源全球基建基金 第一類 (港元 - 每月分派)","行業股票 - 基礎建設","行業股票 - 基礎建設","首源投資(香港)有限公司",N,N,112.7536,18-09-2026,港元,4,6.2,-1.24,-2.87,-0.72,-2.42,9.49,0,0,0,3.92,31-08-2026,1.5,IE0000AZL5S6,,"","","","","綜合"
